,name,title,title2,title3,education
302,Kanako Nishikawa,Coach/Accompanist,,,"B.M., Toho School of Music (Tokyo); M.M., New England Conservatory"
303,James William Noggle,Marion Butler McLean Professor in the History of Ideas,Professor of English,,"B.A., Columbia University; Ph.D., University of California (Berkeley)"
304,Thomas Nolden,Professor of German,,,"Staatsexamen, Universität Tübingen; M.A., Ph.D., Yale University"
305,Julie K. NoremA,Margaret Hamm Professor of Psychology,,,"A.B., University of Chicago; Ph.D., University of Michigan"
306,Megan Nunez,Professor of Chemistry,,,"B.A., Smith College; Ph.D., California Institute of Technology"
307,Eileen M. O'Connor,Lecturer in Spanish,,,"B.A., Harvard University; M.A., New York University"
308,Elizabeth Oakes,Senior Instructor in Chemistry Laboratory,,,"B.A., Bryn Mawr College; Ph.D., University of Wisconsin (Madison)"
309,Pashington Obeng,Professor of Africana Studies,,,"B.A., University of Ghana; Th.M., Princeton Theological Seminary; Ph.D., Boston University"
310,Leah M.  Okumura,Instructor in Biological Sciences Laboratory,,,"A.B., University of Chicago; Ph.D., Massachusetts Institute of Technology"
311,James Oles,Senior Lecturer in Art,,,"B.A., Yale University; J.D., University of Virginia; M. Phil., Ph.D., Yale University"
312,Liza Oliver,Assistant Professor of Art,,,"B.A., University of North Florida; M.A., University of South Florida; M.A., Ph.D., Northwestern University"
313,David Olsen,Associate Professor of Art,,,"B.F.A., University of Washington (Seattle); M.A., M.F.A., University of Wisconsin (Madison)"
314,Alejandra Osorio,Associate Professor of History,,,"B.A., M.A., New York University; Ph.D., State University of New York at Stony Brook"
315,Geofred Osoro,Lecturer in Africana Studies,,,"B.A., Moi University; M.A., University of Nairobi"
316,Liz Owen,"Instructor in Physical Education, Recreation and Athletics",,,"B.A., University of Minnesota"
317,Kimberly H. O’Donnell,Senior Lecturer in Biological Sciences,,,"A.B., Brown University; Ph.D., Brandeis University"
318,Keri O’Meara,PERA Associate Professor of the Practice,,,"B.A., Montclair State University; Ed.M., Bloomsburg University"
319,Kyung Park,Assistant Professor of Economics,,,"B.A., M.A., Ph.D., University of Chicago"
320,Sergio Parussa,Professor of Italian Studies,,,"Laurea in Lettere, Università degli studi di Torino (Italy); M.A., Ph. D., Brown University"
321,Lata Parwani,Visiting Lecturer in South Asia Studies,,,"B.A., University of Karachi; M.A., Tufts University"
322,Cassandra Pattanayak,"Jack and Sandra Polk Guthman '65 Director, Quantitative Analysis Institute",Lecturer in Quantitative Reasoning and Mathematics,,"A.B., A.M., Ph.D., Harvard University"
323,Timothy Walter Hopkins PeltasonA2,Class of 1949 Professor in Ethics,Professor of English,,"A.B., Harvard College; M.A., Ph.D., Yale University"
324,T. Kaye Peterman,Susan M. Hallowell and Ruby Frances Howe Farwell Professor of Biological Sciences,,,"B.S., Texas A & M University; Ph.D., Duke University"
325,Meghan Peterson,"Instructor in Physical Education, Recreation and Athletics",,,"B.A., Wellesley College; M.S., University of Massachusetts (Amherst)"
326,James Michael Petterson,Professor of French,,,"B.A., Reed College; M.A., Columbia University; Ph.D., University of California (Berkeley)"
327,Jessica Polito,Lecturer in the Quantitative Reasoning Program,,,"B.A., Harvard University; Ph.D., University of California (Berkeley)"
328,Kristen Poston,Visiting Lecturer in Psychology,,,"B.A., Wellesley College; M.A., Tufts University; Ph.D., Tufts University"
329,Anjali Prabhu,Professor of French,,,"B.A., Jawaharlal Nehru University (India); M.A., Purdue University; Ph.D., Duke University"
330,Melissa Price,PERA Assistant Professor of the Practice,,,"B.S., University of Maryland; M.S., Ph.D., University of Virginia"
331,Taryn Provencher,"Instructor in Physical Education, Recreation and Athletics",,,"B.A., Syracuse University"
332,Jennie E. Pyers,Associate Professor of Psychology,,,"B.A., Smith College; Ph.D., University of California (Berkeley)"
333,Ginny Quinan,Instructor in Neuroscience Laboratory,,,"B.A., Regis College; M.A., Harvard University Extension School"
334,Ryan Alexander Quintana,Associate Professor of History,,,"B.A., University of Tennessee (Knoxville); M.A., Ph.D., University of Wisconsin (Madison)"
335,Mala Radhakrishnan,Whitehead Associate Professor of Critical Thought,Associate Professor of Chemistry,,"A.B., Harvard University; Ph.D., Massachusetts Institute of Technology"
336,Smitha Radhakrishnan,Luella LaMer Associate Professor of Women's Studies,Associate Professor of Sociology,,"A.B., M.A., Ph.D., University of California (Berkeley)"
337,Marta Rainer,Lecturer in Theatre Studies,,,"B.A., Wellesley College; M.A., Antioch University"
338,Carlos Ramos,Professor of Spanish,,,"Licenciatura, Universidad Central de Barcelona; M.A., Emerson College; Ph.D., Boston University"
339,Valerie Ramseyer,Associate Professor of History,,,"A.B., Smith College; M.A., Ph.D., University of Chicago"
340,Nikhil RaoA,Associate Professor of History,,,"B.A., Stanford University; M.A., Ph.D., University of Chicago"
341,Paul I. Reisberg,Adjunct Assistant Professor of Chemistry,,,"B.S., Rensselaer Polytechnic Institute; Ph.D., Rice University"
342,Joy Renjilian-Burgy,Associate Professor of Spanish,,,"B.A., Mount Holyoke College; A.M., Harvard University"
343,Daniela Rivera,Associate Professor of Art,,,"M.F.A., Museum of Fine Arts (Boston)"
344,Petra R. Rivera-Rideau,Assistant Professor of American Studies,,,"B.A., Harvard University; M.A., Ph.D., University of California, Berkeley"
345,Lois P. Roach,Senior Lecturer in Theatre Studies,,,"B.S., Emerson College; M.A., Lesley College"
346,Tanya Roberts,"Instructor in Physical Education, Recreation and Athletics",,,"B.S., University of Nevada (Las Vegas); M.Ed., Holy Names University"
347,Julie A. Roden,Instructor in Biological Sciences Laboratory,,,"A.B., Harvard University; Ph.D., Stanford University"
348,Lisa Rodensky,Professor of English,,,"B.A., Wellesley College; J.D., Harvard Law School; Ph.D., Boston University"
349,Mark Römisch,Visiting Lecturer in German,,,"B.A., Staatlich gen. Schauspielstudio Gmelin; M.A., Ludwig-Maximilians-University LMU"
350,Guy M. Rogers,"William R. Kenan, Jr. Professor of History and Classical Studies",,,"B.A., University of Pennsylvania; B.A., University of London; M.A., Ph.D., Princeton University"
351,Lawrence A. Rosenwald,Anne Pierce Rogers Professor of American Literature,Professor of English,,"B.A., M.A., Ph.D., Columbia University"
352,Casey G. Rothschild,Norma Wilentz Hess Associate Professor of Economics,,,"A.B., Princeton University; Ph.D., Massachusetts Institute of Technology"
353,Noah Rubin,Lecturer in Education,,,"B.A., Sarah Lawrence College; M.S., Bank Street College of Education; Ph.D., Harvard Graduate School of Education"
354,Sayres  Rudy,Visiting Lecturer in Political Science,,,"B.A., Davidson College; M.A., Johns Hopkins University; Ph.D., Columbia University"
355,David Russell,Lecturer in Music,"Co-Director, Wellesley Chamber Music Society",Music Performance Faculty in Cello,"B.M., Eastman School; M.M., University of Akron; D.M.A., SUNY (Stony Brook)"
356,Markella B. Rutherford,Associate Professor of Sociology,,,"B.A., Mississippi College; M.A., University of Memphis; Ph.D., University of Virginia"
357,Daniel Ryan,Music Performance Faculty in Keyboard Skills,,,"B.A., Boston University"
358,Niki Rybko,PERA Assistant Professor of the Practice,,,"B.S., University  of Florida, Gainesville; M.S., University of Massachusetts, Amherst"
359,Margery M. Sabin,Lorraine C. Wang Professor of English,,,"B.A., Radcliffe College; M.A., Ph.D., Harvard University"
360,Nancy Scherer,Associate Professor of Political Science,,,"B.A., Lafayette College; J.D., Emory University; Ph.D., University of Chicago"
361,Jennifer L. Schmidt,Visiting Lecturer in Geosciences,,,"B.S., University of Arizona; M.S., University of California, Santa Barbara"
362,Lauren E. Schoenberger,PERA Assistant Professor of the Practice,,,"B.A., American University; M.S., Ithaca College"
363,Andrew Schultz,Associate Professor of Mathematics,,,"B.S., Davidson College; M.S., Ph.D., Stanford University"
364,Inela Selimović,Assistant Professor of Spanish,,,"B.A., University of the South; M.A., Ph.D, University of Kentucky"
365,Andrea S. Sequeira,Professor of Biological Sciences,,,"M.S., Ph.D., University of Buenos Aires (Argentina)"
366,Orit Shaer,Class of 1966 Associate Professor of Computer Science,,,"B.A., Academic College of Tel-Aviv; M.S., Ph.D., Tufts University"
367,Lois Shapiro,Senior Music Performance Faculty in Piano,,,"B.Mus., Peabody Institute of Music; M.Mus., Yale University School of Music; D.Mus., Indiana University School of Music (Bloomington)"
368,Kartini ShastryA2,Associate Professor of Economics,,,"A.B., Brown University; A.M., Ph.D., Harvard University"
369,Andrew Shennan,Professor of History,Provost and Lia Gelin Poorvu ’56 Dean of the College,,"B.A., M.A., Ph.D., Cambridge University (Corpus Christi College)"
370,Vernon L. Shetley,Professor of English,,,"A.B., Princeton University; M.A., M.Phil., Ph.D., Columbia University"
371,Neelima Shukla-BhattA,Associate Professor of South Asia Studies,,,"B.A., M.A., Maharaja Sayajirao University of Baroda (India); M.Div., Ph.D., Harvard University"
372,Randy Shull,Professor of Computer Science,,,"B.A., Humboldt State University; M.S., University of New Hampshire; M.A., Ph.D., Dartmouth College"
373,Frederic W. ShultzA1,Professor of Mathematics,,,"B.S., California Institute of Technology; Ph.D., University of Wisconsin (Madison)"
374,Olga Shurchkov,Associate Professor of Economics,,,"B.A., Wellesley College; Ph.D., Massachusetts Institute of Technology"
375,Daniel Sichel,Professor of Economics,,,"B.A., M.P.P., University of Michigan; Ph.D., Princeton University"
376,Marilyn Sides,Senior Lecturer in English,,,"B.A., M.A., University of Utah; Ph.D., Johns Hopkins University"
377,Linda M. Sieck,"Instructor in Physical Education, Recreation and Athletics",,,"B.A., William Paterson College"
378,Edward Silver,Assistant Professor of Religion,,,"B.A., University of Minnesota (Twin Cities); A.M., Ph.D., University of Chicago"
379,Susan E. Skeath,Professor of Economics,,,"B.A., Haverford College; M.A., Ph.D., Princeton University"
380,Christa D. Skow,Senior Instructor in Biological Sciences Laboratory,,,"B.S., Ph.D., University of Massachusetts (Amherst)"
381,Stephen Slivan,Instructor in Astronomy Laboratory,,,"S.B., S.M., Ph.D., Massachusetts Institute of Technology"
382,Quinn SlobodianA,Associate Professor of History,,,"B.A., Lewis & Clark College; Ph.D., New York University"
383,Alexandria Smith,Assistant Professor of Art,,,"B.F.A., Syracuse University; M.A., New York University; M.F.A., Parsons The New School for Design"
384,Mingwei Song,Associate Professor of Chinese,,,"B.A., Shandong University; M.A., Fudan University; M.Phil., Ph.D., Columbia University"
385,Tessa Spillane,PERA Associate Professor of the Practice,,,"B.A., Mount Holyoke College; M.S., Smith College"
386,Rachel StanleyA2,Assistant Professor of Chemistry,,,"B.S., Ph.D,  Massachusetts Institute of Technology"
387,Glenn Stark,Professor of Physics,,,"B.S., Massachusetts Institute of Technology; M.A., Ph.D., University of California (Berkeley)"
388,Jane E. Starkman,Music Performance Faculty in Baroque Violin,,,"B.M., M.M., New England Conservatory of Music"
389,Raymond James Starr,Theodora Stone Sutton Professor of Classics,Professor of Classical Studies,,"B.A., University of Michigan (Ann Arbor); M.A., Ph.D., Princeton University"
390,Filomina Chioma SteadyA1,Professor of Africana Studies,,,"B.A., Smith College; M.A., Boston University; B.Litt., D.Phil., Oxford University"
391,Suzanne E. Stumpf,"Senior Music Performance Faculty in Flute, Baroque Flute, and Chamber Music",,,"B.A., Wellesley College"
392,Yui Suzuki,Associate Professor of Biological Sciences,,,"A.B., Bowdoin College; Ph.D., Duke University"
393,Joseph Swingle,Senior Lecturer in Sociology,,,"B.A., Carleton College; M.A., Ph.D., Harvard University"
394,Jill Ann Syverson-Stork,Senior Lecturer in Spanish,,,"B.A., Smith College; M.A., Ph.D., Harvard University"
395,Olga Talroze,Senior Coach/Accompanist,,,"B.M., M.M, San Francisco Conservatory of Music"
396,Jenny Chui-Chun Tang,Lecturer in Music,"Co-Director, Wellesley Chamber Music Society",Senior Music Performance Faculty in Piano and Keyboard Skills,"B.M., M.M., New England Conservatory of Music"
397,Qiuyan Tang,Lecturer in Chinese,,,"B.A., Nanjing Normal University; M.A., Fudan University"
398,Jonathan Tannenhauser,Lecturer in Mathematics,,,"A.B., Harvard University; M.A., Ph.D., University of California (Berkeley)"
399,Corrine Taylor,Senior Lecturer in the Quantitative Reasoning Program,"Director, Quantitative Reasoning Program",,"B.A., College of William and Mary; M.S., Ph.D., University of Wisconsin (Madison)"
400,Marc J. Tetel,Professor of Neuroscience,,,"B.A., Northwestern University; Ph.D., University of Massachusetts (Amherst)"
401,Shiao-Wei ThamA,Associate Professor of Chinese,,,"B.A., National University of Singapore; M.A., Ph.D., Stanford University"
402,Sally A. Theran,Associate Professor of Psychology,,,"B.A., Bates College; M.A., Ph.D., Michigan State University"
403,Marcia E. Thomas,Senior Instructor in Biological Sciences Laboratory,,,"B.S., University of Massachusetts; M.A., Smith College"
404,Rebecca Thornblade,Music Performance Faculty in Cello,,,"B.M., Oberlin Conservatory; M.M., Juilliard School"
405,Brian Tjaden,Professor of Computer Science,,,"B.A., Amherst College; M.S., Ph.D., University of Washington"
406,Eiko Torii-Williams,Senior Lecturer in Japanese,,,"B.A., Kansai University (Osaka); Ed.M., Ph.D., Boston University"
407,David Towlun,Theatre Production Manager,,,"M.F.A., Purchase College (State University of New York)"
408,Donna R. Trainor,Senior Instructor in Chemistry Laboratory,,,"B.A., University of Rochester; Ph.D., University of Akron"
409,Marie-Paule Tranvouez,Senior Lecturer in French,,,"D.U.T., Institut Universitaire de Technologie, (Brest); M.A., State University of New York (Stony Brook); Ph.D., University of California (Santa Barbara)"
410,Ann TrenkA2,Professor of Mathematics,,,"A.B., Harvard University; M.S., Ph.D., Johns Hopkins University"
411,Nina Tumarkin,Kathryn Wasserman Davis Professor of Slavic Studies,Professor of History,,"B.A., University of Rochester; M.A., Ph.D., Harvard University"
412,Franklyn A. Turbak,Associate Professor of Computer Science,,,"S.B., M.S., Ph.D., Massachusetts Institute of Technology"
413,Shelby Turcotte,"Instructor in Physical Education, Recreation and Athletics",,,"B.S., University of Southern Maine"
414,James TurnerA,Associate Professor of Environmental Studies,,,"B.S., Washington and Lee University; A.M., Brown University; Ph.D., Princeton University"
415,Diane Tutin,Lecturer in Education,,,"B.A., Clark University; M.Ed., Framingham State College"
416,"L. Terrell Tyler, Jr.",Associate Professor of English,,,"B.A., Southwestern University (Memphis); M.A., M.Phil., Ph.D., Yale University"
417,Catherine Ulissey,"Instructor in Physical Education, Recreation and Athletics",,,"B.A., Emerson College"
418,Jeffrey Ulrich,Visiting Lecturer in Classical Studies,,,"B.A., Rutgers University; M.A., Ph.D., University of Pennsylvania"
419,Adam Van Arsdale,Associate Professor of Anthropology,,,"B.A., B.S., Emory University; M.A., Ph.D., University of Michigan"
420,Carlos Alberto VegaA2,Professor of Spanish,,,"A.B., Columbia University; A.M., University of Virginia; Ph.D., Harvard University"
421,Ann Velenchik,Associate Professor of Economics,Dean of Academic Affairs,,"B.S.F.S., Georgetown University; Ph.D., Stanford University"
422,Monica Capobianco,PERA Assistant Professor of the Practice,,,"B.S., Wagner College; M.S., Boston College"
423,Carla M. Verschoor,Adjunct Assistant Professor of Chemistry,,,"B.S., University of Illinois (Urbana); Ph.D., University of Wisconsin (Madison)"
424,Maurizio S. Viano,Professor of Cinema and Media Studies,,,"Laurea in Lettere Moderne, University of Genova; Ph.D., University of Oregon"
425,Lynne Spigelmire Viti,Senior Lecturer in the Writing Program,,,"B.A., Barnard College; M.A., Columbia University; Ph.D., J.D., Boston College"
426,Ismar VolićA2,Professor of Mathematics,,,"B.A., Boston University; M.A., Ph.D., Brown University"
427,Sarah Wall-Randell,Associate Professor of English,,,"B.A., Wellesley College; M.Phil, St. John’s College (Oxford University); Ph.D., Harvard University"
428,Maria Waller,Instructor in Geosciences Laboratory,,,"B.A., Wellesley College; M.S., University of Massachusetts"
429,Julie Walsh,Assistant Professor of Philosophy,,,"B.A., University of Toronto; M.A., Ph.D., University of Western Ontario"
430,Helen P. Wang,Professor of Mathematics,,,"B.A., University of Wisconsin (Madison); M.A., Ph.D., Harvard University"
431,Qing (Wendy) Wang,Assistant Professor of Mathematics,,,"B.S., Beijing Normal University; M.S., Ph.D., Pennsylvania State University"
432,David WardA2,Professor of Italian Studies,,,"B.A., University of East Anglia (England); M.A., Ph.D., Cornell University"
433,Lauri L. Wardell,Senior Instructor in Physics Laboratory,,,"B.S., Fort Lewis College; M.S., University of Kentucky"
434,Kera M. Washington,Senior Music Performance Faculty in African Diaspora Drumming,"Director, Yanvalou",,"B.A., Wellesley College; M.A., Wesleyan University"
435,Sara Wasserman,Assistant Professor of Neuroscience,,,"B.A., Wellesley College; M.A., Pepperdine University; Ph.D., Brandeis University"
436,Wesley Andres Watters,Diana Chapman Walsh Assistant Professor of Astronomy,,,"B.S., M.S., Ph.D., Massachusetts Institute of Technology"
437,Catherine Wearing,Associate Professor of Philosophy,,,"B.A., McGill University; Ph.D., Harvard University"
438,Deborah Weaver,"Instructor in Physical Education, Recreation and Athletics",,,"Certificate, London School of Contemporary Dance"
439,Andrew C. WebbA,Professor of Biological Sciences,,,"B.S., Ph.D., University of Southampton (England)"
440,Dorothy Webb,PERA Professor of the Practice,,,"B.A., University of the Pacific; M.A., Brown University"
441,Akila Weerapana,Associate Professor of Economics,,,"B.A., Oberlin College; A.M., Ph.D., Stanford University"
442,Adam Weiner,Professor of Russian,,,"B.A., M.A., Ph.D., University of Wisconsin (Madison)"
443,Cord J. WhitakerA,Assistant Professor of English,,,"B.A., Yale University; M.A., Ph.D. Duke University"
444,Ellen B. WidmerA1,Mayling Soong Professor of Chinese Studies,Professor of East Asian Studies,,"B.A. Wellesley College; M.A., Fletcher School of Law and Diplomacy; M.A., Ph.D., Harvard University"
445,Michael Wiest,Associate Professor of Neuroscience,,,"B.A., Dartmouth College; M.S., Ph.D., Michigan State University"
446,Jeremy B. Wilmer,Associate Professor of Psychology,,,"B.A., Williams College; Ph.D., Harvard University"
447,Tom Wilson,"Instructor in Physical Education, Recreation and Athletics",,,"B.S.Ed., M.A., Central Missouri State University"
448,Paul M. Wink,Nellie Zuckerman Cohen & Anne Cohen Heller Professor in Health Sciences,Professor of Psychology,,"B.A., M.A., University of Melbourne; Ph.D., University of California (Berkeley)"
449,Adele Wolfson,Nan Walsh Schow‘54 and Howard B. Schow Professor in the Physical and Natural Sciences,Professor of Chemistry,,"B.A., Brandeis University; Ph.D., Columbia University"
450,Kara Wong,"Instructor in Physical Education, Recreation and Athletics",,,"B.A., Wellesley College"
451,Benjamin P.  WoodA,Anchor Point Assistant Professor in Computer Science,,,"B.A., Williams College; M.S., Ph.D., University of Washington"
452,Winifred Jane Wood,Senior Lecturer in the Writing Program,,,"B.A., University of Illinois (Urbana); M.A., University of Iowa; Ph.D., University of Massachusetts (Amherst)"
453,Hannah Woodruff,"Instructor in Physical Education, Recreation and Athletics",,,"B.A., Wellesley College"
454,Paula Zeitlin,Senior Music Performance Faculty in Jazz Violin and Viola,Director of Wellesley BlueJazz Combos,,"B.A., Earlham College; M.A., University of Chicago"
455,Weina Zhao,Senior Lecturer in Chinese,,,"B.A., Nanjing University; M.A., Clark University"
456,Eve Zimmerman,Associate Professor of Japanese,,,"B.A., University of Pennsylvania; Ph.D., Columbia University"
